news_id|user_id|title|similarity
65f93a06d34f691bf5376e46|212|한은, 기준금리 9회 연속 동결…미 연준 “빠른 금리 인하 위험”|29
65f93a06d34f691bf5377ce0|212|英·韓 “금리 인하” 소수의견, 豪 “금리 인상 가능성” … 각국 중앙은행 엇갈린 행보|27
65f93a06d34f691bf5376efa|212|솔솔 불어오는 금리 인하 바람… ‘리츠’ 바람도 솔솔|27
65f93a06d34f691bf5376fce|279|집주인이 중국인… 외국인 작년 부동산 매수 역대 최고|41
65f93a06d34f691bf537705a|279|‘검찰 수사관 매수’ 황재복 SPC대표 구속… “증거인멸 염려”|39
65f93a06d34f691bf5377286|279|오타니, 아내-초호화 군단 다저스 선수들과 함께 인천공항 입국[청계천 옆 사진관]|1
65f93a06d34f691bf537727d|279|의결권 자문사 글래스루이스, 고려아연 이사회 주총 안건 찬성|1
65f93a06d34f691bf537727e|279|고공행진 사과값에 정부 “가격 안정 위해 1500억원 긴급 투입”|1
65f93a06d34f691bf537727f|279|골프 많이 치면 루게릭병 발병 위험…바로 ‘이것’ 때문|1
65f93a06d34f691bf5377280|279|아워홈, 프리미엄 레스토랑 싱카이·키사라 차별화 전략 가동… 계절 특성 살린 미식경험 제공|1
65f93a06d34f691bf5377281|279|예고된 공천 참사… 유튜브서 막말→강성층 업고 공천→검증 부실 ‘악순환’|1
65f93a06d34f691bf5377282|279|LA관광청, ‘LA는현재상영중’ 글로벌 캠페인 전개… 역대 최대 규모|1
65f93a06d34f691bf5377283|279|외제차 간 충돌 후 경찰 신고 안 해…알고 보니 보험사기였다|1
65f93a06d34f691bf5376f97|316|KB국민은행서 100억대 부당 대출… 금감원, 검사 돌입|30
65f93a06d34f691bf5376c0d|316|제2금융 대출 소상공인, 최대 150만원 이자 환급|29
65f93a06d34f691bf53777cb|316|청년청약통장 출시…“집값 최대 80% 저리 대출 혜택”|28
65f93a06d34f691bf5377300|316|소상공인 제2금융 대출 이자환급…1인당 평균 75만원 지원|28
65f93a06d34f691bf5376cdd|316|‘은행 마음대로’ 중도상환수수료, 앞으론 대출 실비용만 인정된다|27
65f93a06d34f691bf5376e29|316|인터넷은행 중·저신용자 대출 실적 ‘토스-카뱅-케이뱅크’ 순|27
65f93a06d34f691bf5376eb6|316|기업대출 가파른 증가 속 부실기업 대출 비중도 12% 육박|27
65f93a06d34f691bf5377cb6|316|5000만원 연봉자 ‘은행 주담대’ 최대 1700만원 대출 한도 축소|26
65f93a06d34f691bf5376d9f|316|하루 이자만 1억원…‘사기 대출’ 수천억 벌금에 항소한 트럼프|26
65f93a06d34f691bf5377b93|316|빚 못 갚는 2030 사장님들… 자영업자 대출 연체액 9조 늘어|26
65f93a06d34f691bf537813b|226|한·중 노선 승객 1년 만에 733% 증가… 항공업 회복 ‘날개’|1
65f93a06d34f691bf53772bd|226|‘유통채널’ 강화… CJ제일제당, 네이버 판매자 도착보장 서비스 도입 대규모 할인전 연다|1
65f93a06d34f691bf537727d|226|의결권 자문사 글래스루이스, 고려아연 이사회 주총 안건 찬성|1
65f93a06d34f691bf537727e|226|고공행진 사과값에 정부 “가격 안정 위해 1500억원 긴급 투입”|1
65f93a06d34f691bf537727f|226|골프 많이 치면 루게릭병 발병 위험…바로 ‘이것’ 때문|1
65f93a06d34f691bf5377280|226|아워홈, 프리미엄 레스토랑 싱카이·키사라 차별화 전략 가동… 계절 특성 살린 미식경험 제공|1
65f93a06d34f691bf5377281|226|예고된 공천 참사… 유튜브서 막말→강성층 업고 공천→검증 부실 ‘악순환’|1
65f93a06d34f691bf5377282|226|LA관광청, ‘LA는현재상영중’ 글로벌 캠페인 전개… 역대 최대 규모|1
65f93a06d34f691bf5377283|226|외제차 간 충돌 후 경찰 신고 안 해…알고 보니 보험사기였다|1
65f93a06d34f691bf5377284|226|선관위, 이혜훈 캠프 6명 고발… 與 “하태경 이의신청 기각”|1
65f93a06d34f691bf537813b|354|한·중 노선 승객 1년 만에 733% 증가… 항공업 회복 ‘날개’|1
65f93a06d34f691bf53772bd|354|‘유통채널’ 강화… CJ제일제당, 네이버 판매자 도착보장 서비스 도입 대규모 할인전 연다|1
65f93a06d34f691bf537727d|354|의결권 자문사 글래스루이스, 고려아연 이사회 주총 안건 찬성|1
65f93a06d34f691bf537727e|354|고공행진 사과값에 정부 “가격 안정 위해 1500억원 긴급 투입”|1
65f93a06d34f691bf537727f|354|골프 많이 치면 루게릭병 발병 위험…바로 ‘이것’ 때문|1
65f93a06d34f691bf5377280|354|아워홈, 프리미엄 레스토랑 싱카이·키사라 차별화 전략 가동… 계절 특성 살린 미식경험 제공|1
65f93a06d34f691bf5377281|354|예고된 공천 참사… 유튜브서 막말→강성층 업고 공천→검증 부실 ‘악순환’|1
65f93a06d34f691bf5377282|354|LA관광청, ‘LA는현재상영중’ 글로벌 캠페인 전개… 역대 최대 규모|1
65f93a06d34f691bf5377283|354|외제차 간 충돌 후 경찰 신고 안 해…알고 보니 보험사기였다|1
65f93a06d34f691bf5377284|354|선관위, 이혜훈 캠프 6명 고발… 與 “하태경 이의신청 기각”|1
65f93a06d34f691bf537813b|179|한·중 노선 승객 1년 만에 733% 증가… 항공업 회복 ‘날개’|1
65f93a06d34f691bf53772bd|179|‘유통채널’ 강화… CJ제일제당, 네이버 판매자 도착보장 서비스 도입 대규모 할인전 연다|1
65f93a06d34f691bf537727d|179|의결권 자문사 글래스루이스, 고려아연 이사회 주총 안건 찬성|1
65f93a06d34f691bf537727e|179|고공행진 사과값에 정부 “가격 안정 위해 1500억원 긴급 투입”|1
65f93a06d34f691bf537727f|179|골프 많이 치면 루게릭병 발병 위험…바로 ‘이것’ 때문|1
65f93a06d34f691bf5377280|179|아워홈, 프리미엄 레스토랑 싱카이·키사라 차별화 전략 가동… 계절 특성 살린 미식경험 제공|1
65f93a06d34f691bf5377281|179|예고된 공천 참사… 유튜브서 막말→강성층 업고 공천→검증 부실 ‘악순환’|1
65f93a06d34f691bf5377282|179|LA관광청, ‘LA는현재상영중’ 글로벌 캠페인 전개… 역대 최대 규모|1
65f93a06d34f691bf5377283|179|외제차 간 충돌 후 경찰 신고 안 해…알고 보니 보험사기였다|1
65f93a06d34f691bf5377284|179|선관위, 이혜훈 캠프 6명 고발… 與 “하태경 이의신청 기각”|1
65f93a06d34f691bf537813b|777|한·중 노선 승객 1년 만에 733% 증가… 항공업 회복 ‘날개’|1
65f93a06d34f691bf53772bd|777|‘유통채널’ 강화… CJ제일제당, 네이버 판매자 도착보장 서비스 도입 대규모 할인전 연다|1
65f93a06d34f691bf537727d|777|의결권 자문사 글래스루이스, 고려아연 이사회 주총 안건 찬성|1
65f93a06d34f691bf537727e|777|고공행진 사과값에 정부 “가격 안정 위해 1500억원 긴급 투입”|1
65f93a06d34f691bf537727f|777|골프 많이 치면 루게릭병 발병 위험…바로 ‘이것’ 때문|1
65f93a06d34f691bf5377280|777|아워홈, 프리미엄 레스토랑 싱카이·키사라 차별화 전략 가동… 계절 특성 살린 미식경험 제공|1
65f93a06d34f691bf5377281|777|예고된 공천 참사… 유튜브서 막말→강성층 업고 공천→검증 부실 ‘악순환’|1
65f93a06d34f691bf5377282|777|LA관광청, ‘LA는현재상영중’ 글로벌 캠페인 전개… 역대 최대 규모|1
65f93a06d34f691bf5377283|777|외제차 간 충돌 후 경찰 신고 안 해…알고 보니 보험사기였다|1
65f93a06d34f691bf5377284|777|선관위, 이혜훈 캠프 6명 고발… 與 “하태경 이의신청 기각”|1
65f93a06d34f691bf537700b|230|OECD 1등 자살률 낮출 방법 “교회에 있다”|38
65f93a06d34f691bf537809b|230|한국 의사 평균연봉 2.6억 ‘OECD 1위’…월급쟁이보다 6.7배 번다|36
65f93a06d34f691bf5377b24|230|韓, 머나먼 남녀평등…OECD 국가 중 ‘유리천장 지수’ 12년째 꼴찌|35
65f93a06d34f691bf537813b|230|한·중 노선 승객 1년 만에 733% 증가… 항공업 회복 ‘날개’|1
65f93a06d34f691bf5377286|230|오타니, 아내-초호화 군단 다저스 선수들과 함께 인천공항 입국[청계천 옆 사진관]|1
65f93a06d34f691bf537727f|230|골프 많이 치면 루게릭병 발병 위험…바로 ‘이것’ 때문|1
65f93a06d34f691bf5377280|230|아워홈, 프리미엄 레스토랑 싱카이·키사라 차별화 전략 가동… 계절 특성 살린 미식경험 제공|1
65f93a06d34f691bf5377281|230|예고된 공천 참사… 유튜브서 막말→강성층 업고 공천→검증 부실 ‘악순환’|1
65f93a06d34f691bf5377282|230|LA관광청, ‘LA는현재상영중’ 글로벌 캠페인 전개… 역대 최대 규모|1
65f93a06d34f691bf5377283|230|외제차 간 충돌 후 경찰 신고 안 해…알고 보니 보험사기였다|1
65f93a06d34f691bf537813b|691|한·중 노선 승객 1년 만에 733% 증가… 항공업 회복 ‘날개’|1
65f93a06d34f691bf53772bd|691|‘유통채널’ 강화… CJ제일제당, 네이버 판매자 도착보장 서비스 도입 대규모 할인전 연다|1
65f93a06d34f691bf537727d|691|의결권 자문사 글래스루이스, 고려아연 이사회 주총 안건 찬성|1
65f93a06d34f691bf537727e|691|고공행진 사과값에 정부 “가격 안정 위해 1500억원 긴급 투입”|1
65f93a06d34f691bf537727f|691|골프 많이 치면 루게릭병 발병 위험…바로 ‘이것’ 때문|1
65f93a06d34f691bf5377280|691|아워홈, 프리미엄 레스토랑 싱카이·키사라 차별화 전략 가동… 계절 특성 살린 미식경험 제공|1
65f93a06d34f691bf5377281|691|예고된 공천 참사… 유튜브서 막말→강성층 업고 공천→검증 부실 ‘악순환’|1
65f93a06d34f691bf5377282|691|LA관광청, ‘LA는현재상영중’ 글로벌 캠페인 전개… 역대 최대 규모|1
65f93a06d34f691bf5377283|691|외제차 간 충돌 후 경찰 신고 안 해…알고 보니 보험사기였다|1
65f93a06d34f691bf5377284|691|선관위, 이혜훈 캠프 6명 고발… 與 “하태경 이의신청 기각”|1
65f93a06d34f691bf537813b|494|한·중 노선 승객 1년 만에 733% 증가… 항공업 회복 ‘날개’|1
65f93a06d34f691bf53772bd|494|‘유통채널’ 강화… CJ제일제당, 네이버 판매자 도착보장 서비스 도입 대규모 할인전 연다|1
65f93a06d34f691bf537727d|494|의결권 자문사 글래스루이스, 고려아연 이사회 주총 안건 찬성|1
65f93a06d34f691bf537727e|494|고공행진 사과값에 정부 “가격 안정 위해 1500억원 긴급 투입”|1
65f93a06d34f691bf537727f|494|골프 많이 치면 루게릭병 발병 위험…바로 ‘이것’ 때문|1
65f93a06d34f691bf5377280|494|아워홈, 프리미엄 레스토랑 싱카이·키사라 차별화 전략 가동… 계절 특성 살린 미식경험 제공|1
65f93a06d34f691bf5377281|494|예고된 공천 참사… 유튜브서 막말→강성층 업고 공천→검증 부실 ‘악순환’|1
65f93a06d34f691bf5377282|494|LA관광청, ‘LA는현재상영중’ 글로벌 캠페인 전개… 역대 최대 규모|1
65f93a06d34f691bf5377283|494|외제차 간 충돌 후 경찰 신고 안 해…알고 보니 보험사기였다|1
65f93a06d34f691bf5377284|494|선관위, 이혜훈 캠프 6명 고발… 與 “하태경 이의신청 기각”|1
65f93a06d34f691bf537813b|341|한·중 노선 승객 1년 만에 733% 증가… 항공업 회복 ‘날개’|1
65f93a06d34f691bf53772bd|341|‘유통채널’ 강화… CJ제일제당, 네이버 판매자 도착보장 서비스 도입 대규모 할인전 연다|1
65f93a06d34f691bf537727d|341|의결권 자문사 글래스루이스, 고려아연 이사회 주총 안건 찬성|1
65f93a06d34f691bf537727e|341|고공행진 사과값에 정부 “가격 안정 위해 1500억원 긴급 투입”|1
65f93a06d34f691bf537727f|341|골프 많이 치면 루게릭병 발병 위험…바로 ‘이것’ 때문|1
65f93a06d34f691bf5377280|341|아워홈, 프리미엄 레스토랑 싱카이·키사라 차별화 전략 가동… 계절 특성 살린 미식경험 제공|1
65f93a06d34f691bf5377281|341|예고된 공천 참사… 유튜브서 막말→강성층 업고 공천→검증 부실 ‘악순환’|1
65f93a06d34f691bf5377282|341|LA관광청, ‘LA는현재상영중’ 글로벌 캠페인 전개… 역대 최대 규모|1
65f93a06d34f691bf5377283|341|외제차 간 충돌 후 경찰 신고 안 해…알고 보니 보험사기였다|1
65f93a06d34f691bf5377284|341|선관위, 이혜훈 캠프 6명 고발… 與 “하태경 이의신청 기각”|1
65f93a06d34f691bf5376b9f|715|국민의힘 정우택·도태우, 민주당 정봉주 공천 취소|29
65f93a06d34f691bf537764a|715|‘비명’ 송갑석 ‘친문’ 도종환…민주당 공천 탈락|27
65f93a06d34f691bf5376d0f|715|‘민주당 탈당’ 설훈, 무소속으로 부천을 출마|27
65f93a06d34f691bf5377bd7|715|민주당 ‘탈당’ 설훈 “무소속으로 부천을 출마”|27
65f93a06d34f691bf5376c98|715|민주당 비명계 강병원·박광온·윤영찬 등 공천 탈락|26
65f93a06d34f691bf53778b5|715|與 “민주당, 이재명 ‘호위무사’ 뽑는 ‘지록위마’ 공천”|26
65f93a06d34f691bf5376e4b|715|민주당 현역 호남 4명·제주 1명 경선 탈락|26
65f93a06d34f691bf53776ac|715|‘복당’ 이언주, 민주당 경선 승리…용인정 출마|26
65f93a06d34f691bf5376e00|715|민주당 공천 파열에···국힘 “이재명 충성심 기준”|26
65f93a06d34f691bf5376f45|715|민주당, 서울 강북을 박용진 경선 재심 신청 기각|26
65f93a06d34f691bf5377dd3|351|“수입과일 대상 품목 무제한 풀겠다”…尹, ‘금(金)사과 꺾기’ 총력|39
65f93a06d34f691bf537813b|351|한·중 노선 승객 1년 만에 733% 증가… 항공업 회복 ‘날개’|1
65f93a06d34f691bf537727c|351|이재명, ‘양문석 盧 비하’ 발언 질문에 답변 회피|1
65f93a06d34f691bf537727e|351|고공행진 사과값에 정부 “가격 안정 위해 1500억원 긴급 투입”|1
65f93a06d34f691bf537727f|351|골프 많이 치면 루게릭병 발병 위험…바로 ‘이것’ 때문|1
65f93a06d34f691bf5377280|351|아워홈, 프리미엄 레스토랑 싱카이·키사라 차별화 전략 가동… 계절 특성 살린 미식경험 제공|1
65f93a06d34f691bf5377281|351|예고된 공천 참사… 유튜브서 막말→강성층 업고 공천→검증 부실 ‘악순환’|1
65f93a06d34f691bf5377282|351|LA관광청, ‘LA는현재상영중’ 글로벌 캠페인 전개… 역대 최대 규모|1
65f93a06d34f691bf5377283|351|외제차 간 충돌 후 경찰 신고 안 해…알고 보니 보험사기였다|1
65f93a06d34f691bf5377284|351|선관위, 이혜훈 캠프 6명 고발… 與 “하태경 이의신청 기각”|1
65f93a06d34f691bf5376bed|173|삼성·LG전자, 이번엔 ‘세탁건조기’ 격돌|43
65f93a06d34f691bf537788f|173|LG전자, 加 전기차 충전기 시장 진출…美 이어 성장 기대|37
65f93a06d34f691bf5376c7f|173|LG전자 벽걸이 에어컨, 바람구멍 2개로 ‘씽씽’|36
65f93a06d34f691bf5376bdb|173|LG전자, ‘AI 서비스로봇’ 미국 스타트업 기업 ‘대주주’로 지분 투자|34
65f93a06d34f691bf5377fcf|173|LG전자, 메타(Meta)와 전략적 협업… XR(확장현실) 신사업 본격화|31
65f93a06d34f691bf5377ca9|173|메타·LG ‘XR 헤드셋’ 공동 개발?…저커버그, LG전자 조주완 사장 만남 추진|28
65f93a06d34f691bf5377285|173|바닷물이 호수되고, 산이 정원되고 [여행의 기분]|1
65f93a06d34f691bf537727e|173|고공행진 사과값에 정부 “가격 안정 위해 1500억원 긴급 투입”|1
65f93a06d34f691bf537727f|173|골프 많이 치면 루게릭병 발병 위험…바로 ‘이것’ 때문|1
65f93a06d34f691bf5377280|173|아워홈, 프리미엄 레스토랑 싱카이·키사라 차별화 전략 가동… 계절 특성 살린 미식경험 제공|1
65f93a06d34f691bf53770ca|391|이재명 “공천, 시스템 따라 공정하게 진행…잘 해왔다”|38
65f93a06d34f691bf5377a34|391|커지는 서울 중·성동을 논란 與 ‘시스템 공천’ 흠집 날라|36
65f93a06d34f691bf5377362|391|與, 3선 이상 교체율 15.6%… 컷오프 의원들 “시스템 공천 아니다” 반발|32
65f93a06d34f691bf5376e81|391|서울 성동구, 민방위 교육 ‘스마트폰 예약 시스템’ 첫선|32
65f93a06d34f691bf5377944|391|권성동도 민주당 공천 비판…“김영주가 하위 20%? 시스템 공천 오염된 것”|32
65f93a06d34f691bf53771f6|391|한동훈식 ‘시스템 공천’ 순항 중…서울 강남·영남 공천, 여전한 ‘뇌관’|32
65f93a06d34f691bf5376b74|391|객관적 시스템 공천? 결과값은 ‘윤 친위대·명 친위대’|31
65f93a06d34f691bf5377cbf|391|여야 ‘시스템 공천’ 두고 서로 삿대질… 정성평가에 결국 지도부 입맛대로?|30
65f93a06d34f691bf5376c47|391|“장애 특성에 맞춘 시스템 농업으로 연 매출 50억 이상 달성했죠”|30
65f93a06d34f691bf5377089|391|국민의힘 ‘시스템 공천’, 힘 없는 초선만 당했다…현역 교체 29명 중 22명(75.8%)이 초선|27
65f93a06d34f691bf537813b|665|한·중 노선 승객 1년 만에 733% 증가… 항공업 회복 ‘날개’|1
65f93a06d34f691bf53772bd|665|‘유통채널’ 강화… CJ제일제당, 네이버 판매자 도착보장 서비스 도입 대규모 할인전 연다|1
65f93a06d34f691bf537727d|665|의결권 자문사 글래스루이스, 고려아연 이사회 주총 안건 찬성|1
65f93a06d34f691bf537727e|665|고공행진 사과값에 정부 “가격 안정 위해 1500억원 긴급 투입”|1
65f93a06d34f691bf537727f|665|골프 많이 치면 루게릭병 발병 위험…바로 ‘이것’ 때문|1
65f93a06d34f691bf5377280|665|아워홈, 프리미엄 레스토랑 싱카이·키사라 차별화 전략 가동… 계절 특성 살린 미식경험 제공|1
65f93a06d34f691bf5377281|665|예고된 공천 참사… 유튜브서 막말→강성층 업고 공천→검증 부실 ‘악순환’|1
65f93a06d34f691bf5377282|665|LA관광청, ‘LA는현재상영중’ 글로벌 캠페인 전개… 역대 최대 규모|1
65f93a06d34f691bf5377283|665|외제차 간 충돌 후 경찰 신고 안 해…알고 보니 보험사기였다|1
65f93a06d34f691bf5377284|665|선관위, 이혜훈 캠프 6명 고발… 與 “하태경 이의신청 기각”|1
65f93a06d34f691bf537813b|128|한·중 노선 승객 1년 만에 733% 증가… 항공업 회복 ‘날개’|1
65f93a06d34f691bf53772bd|128|‘유통채널’ 강화… CJ제일제당, 네이버 판매자 도착보장 서비스 도입 대규모 할인전 연다|1
65f93a06d34f691bf537727d|128|의결권 자문사 글래스루이스, 고려아연 이사회 주총 안건 찬성|1
65f93a06d34f691bf537727e|128|고공행진 사과값에 정부 “가격 안정 위해 1500억원 긴급 투입”|1
65f93a06d34f691bf537727f|128|골프 많이 치면 루게릭병 발병 위험…바로 ‘이것’ 때문|1
65f93a06d34f691bf5377280|128|아워홈, 프리미엄 레스토랑 싱카이·키사라 차별화 전략 가동… 계절 특성 살린 미식경험 제공|1
65f93a06d34f691bf5377281|128|예고된 공천 참사… 유튜브서 막말→강성층 업고 공천→검증 부실 ‘악순환’|1
65f93a06d34f691bf5377282|128|LA관광청, ‘LA는현재상영중’ 글로벌 캠페인 전개… 역대 최대 규모|1
65f93a06d34f691bf5377283|128|외제차 간 충돌 후 경찰 신고 안 해…알고 보니 보험사기였다|1
65f93a06d34f691bf5377284|128|선관위, 이혜훈 캠프 6명 고발… 與 “하태경 이의신청 기각”|1
65f93a06d34f691bf5377e57|337|일본 정부, 등교 거부 고교생에 ‘온라인 수업’|40
65f93a06d34f691bf5378096|337|“사직 전 병원자료 삭제 종용” 온라인 커뮤니티 압수수색|38
65f93a06d34f691bf5377225|337|“고려 개성의 역사 알린다”…‘개성있는 개성학’ 온라인 개강|33
65f93a06d34f691bf537763f|337|늘어나는 등교 거부에…日정부, 고교생 대상 온라인 수업제 도입|32
65f93a06d34f691bf5376cad|337|쇼핑몰 후기 작성해 월 300만 수익?…‘온라인 부업 사기’ 조심하세요|31
65f93a06d34f691bf5377286|337|오타니, 아내-초호화 군단 다저스 선수들과 함께 인천공항 입국[청계천 옆 사진관]|1
65f93a06d34f691bf537727f|337|골프 많이 치면 루게릭병 발병 위험…바로 ‘이것’ 때문|1
